place_name,District,Timespan,Review,category,eco_score,cultural_score,vendor_count,local_empowerment_index,accessibility_score,crowd_level,danger_level,latitude,longitude
beddagana wetland park,colombo,4 months ago,best within colombo area however close planning day trip better visit morning hours evening something different colombo busy city,,,,,,,,,,
beddagana wetland park,colombo,8 months ago,great place feel nature without going colombo location open everyday tickets,,,,,,,,,,
beddagana wetland park,colombo,2 months ago,good place release fully natural place trees green tries wind spend mind relaxed time,,,,,,,,,,
beddagana wetland park,colombo,a year ago,really beautiful place visit loved parking pay per hour entering need pay per person get ticket ticketing office park opened,,,,,,,,,,
beddagana wetland park,colombo,a year ago,really beautiful eye catching place visit loved ticket per person could get tickets ticketing office also friendly full greenery,,,,,,,,,,
beddagana wetland park,colombo,5 months ago,beautiful place spend time nature special person freehold,,,,,,,,,,
beddagana wetland park,colombo,4 months ago,place good ticket price foods allowed,,,,,,,,,,
beddagana wetland park,colombo,a week ago,beautiful ecosystem free place breathe comfort treasure trove memories lovely place,,,,,,,,,,
beddagana wetland park,colombo,3 months ago,comparing access fees nothing watch day time hotly one water tap also located near entrance place sit may good morning watch birds day time,,,,,,,,,,
beddagana wetland park,colombo,4 months ago,calm beautiful natural park located within urban colombo district good walk building wooden paths water popular spot beauty morning evening times,,,,,,,,,,
beddagana wetland park,colombo,3 months ago,maintenance pleasing attractive feels like colombo really good atmosphere suitable perfect location photography nature lovers ticket prices also reasonable worthy,,,,,,,,,,
beddagana wetland park,colombo,2 weeks ago,best place go partner,,,,,,,,,,
beddagana wetland park,colombo,a year ago,good place come relax partner family lot animal witness many birds would recommend families visit evening times lot couples morning may suitable small sometimes,,,,,,,,,,
beddagana wetland park,colombo,a year ago,beautiful walk nature husband year old son observations butterflies dragonflies birds interesting us great see plastic around keep good efforts back sure next time colombo,,,,,,,,,,
beddagana wetland park,colombo,4 months ago,recent visit park enchanting experience moment entered captivated natural beauty surrounded parks lush greenery water diverse wildlife created,,,,,,,,,,
beddagana wetland park,colombo,2 years ago,beautiful place relaxing family far town big parking space need take tickets enter reasonable prices see different types birds flowers places good place photography,,,,,,,,,,
beddagana wetland park,colombo,a year ago,walking area inside park built wooden path walk swamp areas ample parking security personnel protect vehicle charge per person entrance mostly crowded couples nice visit family friends,,,,,,,,,,
beddagana wetland park,colombo,a month ago,beautiful place spend time friends family well lot beautiful areas use photography locations feel beauty nature,,,,,,,,,,
beddagana wetland park,colombo,2 years ago,good atmosphere mainly suitable relax good birdwatching spot kind birds extending place nicer near future tickets lar per adult,,,,,,,,,,
beddagana wetland park,colombo,5 years ago,first see greenish ticket plastics polythene allowed main reason place kept clean place nice saw birds different variety,,,,,,,,,,
beddagana wetland park,colombo,4 months ago,place spend nature lover seasonal able beauty nature tickets affordable place able see different,,,,,,,,,,
beddagana wetland park,colombo,a year ago,park wow relaxing nature meets love place good evening walk please doesn't spoil recommend place things saw much places small pathways place super,,,,,,,,,,
beddagana wetland park,colombo,a year ago,park lovely place feel natural many kinds birds coming place birdwatching colombo recommend place area looks like,,,,,,,,,,
beddagana wetland park,colombo,a year ago,experience beauty nature middle urban setting looked world,,,,,,,,,,
beddagana wetland park,colombo,a year ago,inside park around wooden path built walk across swamps could see many birds photos description scenery floating,,,,,,,,,,
beddagana wetland park,colombo,a year ago,nice place better visit evening hours many bird fish,,,,,,,,,,
beddagana wetland park,colombo,8 months ago,park colombo true oasis within city limits peaceful perfect relaxing nature ideal spot seeking place,,,,,,,,,,
beddagana wetland park,colombo,5 years ago,park pretty nice enough see quite birds butterflies read sign boards able identify many couples ,,,,,,,,,,
beddagana wetland park,colombo,a year ago,could doesn't believe situated colombo visited highly green area cool place day relaxed facilities limited charge ticket price big improvements doesn't worry place friendly,,,,,,,,,,
beddagana wetland park,colombo,5 months ago,good place maintenance good many ecosystems small area,,,,,,,,,,
beddagana wetland park,colombo,2 years ago,beautiful location motte must visit anyone holiday casual stroll head needed photographer would ideal location spend hours,,,,,,,,,,
beddagana wetland park,colombo,a year ago,beautiful place area better place looking calm peaceful lot birds butterflies saw spending time however car park,,,,,,,,,,
beddagana wetland park,colombo,5 years ago,calm bird watching park situated close proximity colombo entrance fee per locals prohibited take polythene plastic bottles inside park available inside park good place isolated urban,,,,,,,,,,
beddagana wetland park,colombo,2 years ago,place easy access closer main roads beautifully designed ideal bird watching wedding photography educational tours special permission required wedding preschool photography recommended,,,,,,,,,,
beddagana wetland park,colombo,3 years ago,beautiful natural park near busy town motte great place watch butterflies birds calm holiday however interested watching butterflies best visit,,,,,,,,,,
beddagana wetland park,colombo,5 years ago,calm place nature lovers inside colombo city see variety birds view points trail looks nice allowed take items plastic bags allowed,,,,,,,,,,
beddagana wetland park,colombo,a year ago,well maintained park good sunny days full green home many lives allowed bring plastic polythene adhere u,,,,,,,,,,
beddagana wetland park,colombo,2 years ago,place entered could doesn't believe colombo city limits lucky enough get guided tour ms armada really educated field gave us descriptive educational,,,,,,,,,,
beddagana wetland park,colombo,10 months ago,entrance sri road via road nice time morning walk nearly around park,,,,,,,,,,
beddagana wetland park,colombo,5 years ago,peaceful natural area butterflies birds watch walking paths popular couples however security guards coming times allow stay near trees walking path couples,,,,,,,,,,
beddagana wetland park,colombo,a year ago,wow best place traveling specify busy weekdays morning recommended ticket price local adult,,,,,,,,,,
beddagana wetland park,colombo,2 months ago,park true gem nestled heart colombo nature seeking respite urban hustle bustle amidst city vibrant energy immerse natural,,,,,,,,,,
beddagana wetland park,colombo,2 years ago,place heart colombo people doesn't know behave protect places visiting type places doesn't make area birds,,,,,,,,,,
beddagana wetland park,colombo,2 years ago,calm place away hustle bustle city nature lovers place learn educational tours well birdwatching visitors must beware snakes crocodiles,,,,,,,,,,
beddagana wetland park,colombo,a year ago,great experience location never place colombo especially town area bring cap otherwise get rid light,,,,,,,,,,
beddagana wetland park,colombo,7 years ago,easily reachable parking available adjoining car park chargeable basis park roadside close entrance free,,,,,,,,,,
beddagana wetland park,colombo,4 years ago,beautiful place around colombo great time place specially suit wedding photography model shoots pretty sure place would give great experience nature lovers great time friends family id highly recommend place visit doesn't miss,,,,,,,,,,
beddagana wetland park,colombo,3 months ago,seems bird diversity area limited water spotted birdwatchers expect see variety bird presence many couples visiting area,,,,,,,,,,
beddagana wetland park,colombo,3 months ago,beautiful calm place relaxing,,,,,,,,,,
beddagana wetland park,colombo,4 years ago,place ideal place family visit would say best couples lovers experience good place spending time walking talking,,,,,,,,,,
beddagana wetland park,colombo,4 days ago,calm suitable dating sit 's think uncomfortable factor dating,,,,,,,,,,
beddagana wetland park,colombo,5 years ago,bird lovers bird lover ideal place closer capital bird watching nice place spend time closer nature park offers great views surrounding area observation,,,,,,,,,,
beddagana wetland park,colombo,10 months ago,beautiful place beautiful natural place natural beauty around colombo ticket must purchased enter,,,,,,,,,,
beddagana wetland park,colombo,3 years ago,park located middle sri administrative capital ideal place evening walk pathways done sleepers well footpath mangroves,,,,,,,,,,
beddagana wetland park,colombo,2 years ago,opened years ago park lot offer one side opens lake minaret takes us mangrove marsh wooden platform side walk,,,,,,,,,,
beddagana wetland park,colombo,5 months ago,looking forward spending time nature  lover looking forward budget hang friends family park best place good photo shoot good,,,,,,,,,,
beddagana wetland park,colombo,3 years ago,great place watch birds butterflies plants green place like city like colombo kind place valuable like feel nature,,,,,,,,,,
beddagana wetland park,colombo,2 months ago,good place relax suitable couples,,,,,,,,,,
beddagana wetland park,colombo,8 months ago,good place visit many peoples come many take photographs went nim first visit,,,,,,,,,,
beddagana wetland park,colombo,4 years ago,nice place hidden suburbs greenery location ideal anyone walk close nature even though one surrounded trees swamp plants catch cold climate,,,,,,,,,,
beddagana wetland park,colombo,a year ago,beautiful place find rush area like colombo natural place ponds part ya adults parking per hour beautiful calm,,,,,,,,,,
beddagana wetland park,colombo,4 years ago,place honestly hard believe place exist colombo,,,,,,,,,,
beddagana wetland park,colombo,5 years ago,awesome place visit see rise birds lake view beautiful landscape middle city,,,,,,,,,,
beddagana wetland park,colombo,a year ago,absolutely attractive sensitive natural beauty different kind ow birds view also,,,,,,,,,,
beddagana wetland park,colombo,6 years ago,almost impossible believe beautiful place near colombo area ride parks opens entrance ticket believe worth,,,,,,,,,,
beddagana wetland park,colombo,4 years ago,beautiful place diversity birds butterflies plants et little bit experience bring food polythene security check u  enter,,,,,,,,,,
beddagana wetland park,colombo,2 years ago,could doesn't believe kind park middle colombo visit living colombo,,,,,,,,,,
beddagana wetland park,colombo,5 months ago,experience great design perfectly synced nature several birds could see much decks aged also beware crocodiles put signs,,,,,,,,,,
beddagana wetland park,colombo,a month ago,park hidden gem heart urban area almost isolated wasteland experience someone recently visited struck parks ability transport city hustle,,,,,,,,,,
beddagana wetland park,colombo,10 months ago,beautiful park located visit morning evening calm place hangout,,,,,,,,,,
beddagana wetland park,colombo,5 years ago,nice place love spend time nature good place relaxing walk home many birds butterflies best thing doesn't allowed take plastic bottles polythene parking space,,,,,,,,,,
